,timestamp,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r
0,0.0,-0.033343,0.161071,-0.986379,-0.083687,0.148714,-0.985333,-0.059,0.156,0.09,0.0,0.44,0.0,0.3,1.76,0.0,1.06,0.23,0.45,0.29,1.03,0.0,0.0,0.84,0.36,0.0
1,0.03,-0.017638,0.176411,-0.984159,-0.081745,0.160234,-0.983688,-0.05,0.169,0.08,0.01,0.16,0.0,0.31,1.57,0.0,0.96,0.32,0.28,0.34,0.89,0.0,0.0,0.66,0.32,0.0
2,0.07,-0.029877,0.171186,-0.984786,-0.086002,0.1527,-0.984523,-0.059,0.163,0.06,0.01,0.03,0.0,0.31,1.51,0.0,0.88,0.38,0.18,0.46,0.8,0.0,0.0,0.61,0.29,0.0
3,0.1,-0.033019,0.169634,-0.984954,-0.081996,0.150348,-0.985227,-0.058,0.161,0.04,0.01,0.05,0.0,0.28,1.52,0.0,0.84,0.38,0.12,0.59,0.74,0.0,0.0,0.64,0.28,0.0
4,0.13,-0.033711,0.174195,-0.984134,-0.084315,0.153982,-0.98447,-0.06,0.165,0.1,0.12,0.05,0.0,0.32,1.61,0.0,0.85,0.4,0.17,0.61,0.75,0.0,0.0,0.71,0.28,0.0
5,0.17,-0.03986,0.159554,-0.986384,-0.078092,0.14243,-0.986719,-0.06,0.152,0.19,0.15,0.03,0.0,0.33,1.56,0.0,0.93,0.39,0.17,0.58,0.71,0.0,0.0,0.84,0.39,0.0
6,0.2,-0.020877,0.14954,-0.988535,-0.100592,0.139458,-0.985105,-0.061,0.145,0.33,0.26,0.09,0.0,0.41,1.49,0.0,1.02,0.44,0.16,0.42,0.65,0.0,0.0,1.07,0.48,0.0
7,0.23,-0.010096,0.163703,-0.986458,-0.095296,0.139542,-0.98562,-0.053,0.153,0.33,0.15,0.2,0.0,0.39,1.43,0.0,0.99,0.47,0.14,0.37,0.63,0.0,0.0,1.23,0.56,0.0
8,0.27,0.006684,0.174171,-0.984693,-0.083637,0.147895,-0.98546,-0.039,0.162,0.36,0.19,0.31,0.0,0.4,1.36,0.0,0.95,0.54,0.11,0.31,0.65,0.0,0.0,1.31,0.48,0.01
9,0.3,0.0066,0.177652,-0.984071,-0.083923,0.155872,-0.984206,-0.039,0.168,0.35,0.11,0.29,0.0,0.36,1.29,0.0,0.83,0.53,0.13,0.38,0.75,0.0,0.0,1.34,0.51,0.01
10,0.33,0.004362,0.177023,-0.984197,-0.081259,0.155355,-0.984511,-0.039,0.167,0.38,0.15,0.33,0.0,0.46,1.19,0.0,0.88,0.5,0.2,0.39,0.73,0.0,0.0,1.29,0.52,0.01
11,0.37,-0.034153,0.189511,-0.981284,-0.108932,0.157921,-0.981425,-0.073,0.175,0.33,0.07,0.28,0.0,0.53,1.15,0.0,0.92,0.46,0.4,0.4,0.78,0.0,0.0,1.1,0.58,0.0
12,0.4,-0.021185,0.170096,-0.9852,-0.092358,0.143745,-0.985295,-0.058,0.158,0.2,0.05,0.23,0.0,0.57,1.1,0.0,1.01,0.42,0.62,0.44,0.94,0.02,0.02,0.75,0.47,0.0
13,0.43,-0.03229,0.16843,-0.985185,-0.118594,0.149544,-0.981617,-0.077,0.16,0.08,0.0,0.08,0.0,0.51,1.03,0.0,0.99,0.42,0.73,0.45,1.14,0.04,0.02,0.43,0.35,0.0
14,0.47,-0.039533,0.174104,-0.983933,-0.110965,0.151105,-0.98227,-0.076,0.164,0.14,0.05,0.05,0.0,0.46,1.07,0.0,1.03,0.37,0.5,0.55,1.28,0.04,0.02,0.31,0.17,0.0
15,0.5,-0.01611,0.147195,-0.988976,-0.080843,0.131393,-0.988029,-0.049,0.14,0.26,0.07,0.03,0.0,0.45,1.15,0.0,1.08,0.33,0.25,0.56,1.29,0.02,0.0,0.31,0.05,0.0
16,0.53,-0.015263,0.142041,-0.989743,-0.079755,0.125522,-0.98888,-0.048,0.134,0.41,0.07,0.06,0.0,0.43,1.35,0.0,1.06,0.3,0.03,0.54,1.03,0.0,0.0,0.53,0.03,0.0
17,0.57,-0.024919,0.138047,-0.990112,-0.079615,0.123363,-0.989163,-0.053,0.131,0.45,0.05,0.07,0.0,0.42,1.38,0.0,1.01,0.28,0.02,0.36,0.78,0.0,0.0,0.75,0.12,0.0
18,0.6,-0.030134,0.147137,-0.988657,-0.074317,0.12068,-0.989906,-0.053,0.135,0.5,0.04,0.19,0.0,0.43,1.45,0.0,0.93,0.32,0.0,0.28,0.44,0.0,0.0,1.09,0.15,0.0
19,0.63,-0.019026,0.132236,-0.991036,-0.079865,0.121314,-0.989396,-0.05,0.127,0.57,0.11,0.28,0.0,0.44,1.43,0.0,1.01,0.38,0.0,0.21,0.38,0.0,0.0,1.31,0.18,0.0
20,0.67,-0.022421,0.133438,-0.990803,-0.077636,0.122712,-0.989401,-0.05,0.129,0.63,0.22,0.37,0.0,0.5,1.63,0.0,1.05,0.48,0.0,0.16,0.2,0.0,0.0,1.4,0.14,0.05
21,0.7,-0.016604,0.149541,-0.988616,-0.067501,0.137269,-0.988231,-0.043,0.144,0.62,0.26,0.38,0.0,0.51,1.71,0.0,1.11,0.58,0.0,0.02,0.08,0.0,0.0,1.44,0.2,0.09
22,0.73,-0.01741,0.148202,-0.988804,-0.067655,0.136397,-0.988341,-0.043,0.143,0.54,0.31,0.4,0.0,0.51,1.76,0.0,1.15,0.58,0.0,0.0,0.0,0.0,0.0,1.39,0.2,0.15
