,timestamp,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r
0,0.0,0.503206,0.167289,-0.84782,0.333329,0.13915,-0.932485,0.439,0.17,0.0,0.0,0.0,0.0,0.1,0.0,0.0,2.18,0.0,0.0,1.63,1.15,0.73,0.0,0.5,0.0,2.04
1,0.04,0.50643,0.160214,-0.847266,0.385027,0.145965,-0.911289,0.469,0.172,0.4,0.0,0.0,0.0,0.03,0.0,0.0,2.11,0.0,0.54,1.79,1.51,0.74,0.0,0.62,0.0,2.13
2,0.08,0.50245,0.155639,-0.850483,0.387257,0.139619,-0.911339,0.468,0.166,0.61,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,0.87,1.96,1.67,0.9,0.0,0.79,0.0,2.25
3,0.12,0.506785,0.152807,-0.848421,0.381871,0.140859,-0.913418,0.467,0.165,0.65,0.0,0.0,0.0,0.0,0.0,0.0,2.18,0.0,0.88,2.24,1.63,1.2,0.0,0.9,0.0,2.35
4,0.16,0.499952,0.156564,-0.851784,0.382341,0.14293,-0.9129,0.464,0.168,0.61,0.0,0.0,0.0,0.0,0.0,0.0,2.32,0.0,1.01,2.43,1.59,1.46,0.0,1.01,0.0,2.21
5,0.2,0.499988,0.14904,-0.853111,0.38075,0.141912,-0.913723,0.462,0.163,0.6,0.0,0.0,0.0,0.0,0.0,0.0,2.32,0.0,1.0,2.3,1.68,1.7,0.0,0.77,0.0,2.18
6,0.24,0.505699,0.137919,-0.851614,0.382707,0.134024,-0.914097,0.466,0.153,0.62,0.0,0.0,0.0,0.0,0.0,0.0,2.33,0.0,1.1,2.12,1.76,1.86,0.0,0.79,0.0,2.07
7,0.28,0.505164,0.137788,-0.851953,0.385088,0.134949,-0.91296,0.467,0.153,0.66,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,1.01,2.11,1.87,2.0,0.0,0.86,0.0,2.17
8,0.32,0.506287,0.147332,-0.849687,0.386683,0.133396,-0.912514,0.469,0.158,0.64,0.0,0.0,0.0,0.0,0.0,0.0,2.26,0.0,1.05,2.46,1.78,1.95,0.0,1.22,0.0,2.12
9,0.36,0.506169,0.147497,-0.849728,0.384083,0.127978,-0.914386,0.467,0.155,0.59,0.0,0.0,0.0,0.0,0.0,0.0,2.21,0.0,1.11,2.59,1.64,1.75,0.0,1.31,0.0,2.17
10,0.4,0.522764,0.147766,-0.839573,0.38237,0.127474,-0.915174,0.476,0.156,0.54,0.0,0.0,0.0,0.0,0.0,0.0,2.28,0.0,1.17,2.79,1.58,1.34,0.0,1.36,0.0,2.18
11,0.44,0.524804,0.141673,-0.839351,0.386351,0.13032,-0.913099,0.479,0.154,0.55,0.0,0.0,0.0,0.0,0.0,0.0,2.23,0.0,1.13,2.7,1.58,1.18,0.0,1.35,0.0,2.2
12,0.48,0.536294,0.145981,-0.831311,0.385904,0.129131,-0.913457,0.486,0.156,0.57,0.0,0.02,0.0,0.0,0.0,0.0,2.25,0.0,1.08,3.32,1.59,1.15,0.0,1.62,0.0,2.18
13,0.52,0.531452,0.152431,-0.833261,0.391428,0.130774,-0.910869,0.487,0.161,0.6,0.0,0.02,0.0,0.0,0.0,0.0,2.21,0.0,0.93,3.89,1.59,1.34,0.0,1.78,0.0,2.1
14,0.56,0.528611,0.15361,-0.83485,0.389678,0.128429,-0.911952,0.484,0.16,0.59,0.0,0.02,0.0,0.0,0.0,0.0,2.26,0.0,0.8,4.71,1.6,1.46,0.0,1.98,0.0,2.08
15,0.6,0.485065,0.154425,-0.860735,0.38857,0.14209,-0.910397,0.458,0.166,0.53,0.0,0.01,0.0,0.0,0.0,0.0,2.38,0.0,0.71,4.89,1.72,1.54,0.0,2.02,0.0,2.06
16,0.64,0.4879,0.152353,-0.859501,0.380302,0.171399,-0.908841,0.456,0.181,0.49,0.0,0.01,0.0,0.0,0.0,0.0,2.45,0.0,0.75,4.77,1.73,1.54,0.0,2.12,0.0,2.12
17,0.68,0.469691,0.147987,-0.870339,0.377443,0.169289,-0.910427,0.444,0.176,0.49,0.0,0.01,0.0,0.0,0.0,0.0,2.55,0.0,0.98,4.64,1.71,1.34,0.0,2.29,0.0,2.17
