,timestamp,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r
0,0.0,0.130003,0.045397,-0.990474,-0.084141,0.082855,-0.993003,0.023,0.065,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,1.28,0.0,0.0,0.0,0.0,0.2
1,0.04,0.105648,0.043959,-0.993431,-0.101858,0.043901,-0.99383,0.002,0.044,0.2,0.26,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,1.26,0.0,0.0,0.0,0.09,0.17
2,0.08,0.118919,0.023066,-0.992636,-0.102159,0.023518,-0.99449,0.008,0.023,0.37,0.53,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,1.18,0.0,0.0,0.0,0.16,0.11
3,0.12,0.125752,-0.009863,-0.992013,-0.089845,-0.007762,-0.995926,0.018,-0.009,0.46,0.56,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,1.17,0.0,0.0,0.0,0.16,0.0
4,0.16,0.151221,-0.04451,-0.987497,-0.0624,-0.045342,-0.997021,0.045,-0.045,0.52,0.65,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,1.23,0.0,0.0,0.0,0.24,0.0
5,0.2,0.143795,-0.070322,-0.987106,-0.049275,-0.077218,-0.995796,0.048,-0.074,0.48,0.66,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,1.34,0.0,0.01,0.0,0.36,0.0
6,0.24,0.145196,-0.079179,-0.98623,-0.055392,-0.08941,-0.994453,0.045,-0.085,0.47,0.68,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,1.36,0.0,0.02,0.0,0.5,0.0
7,0.28,0.156014,-0.066964,-0.985482,-0.056565,-0.087772,-0.994533,0.05,-0.078,0.47,0.84,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,1.28,0.0,0.05,0.0,0.48,0.0
8,0.32,0.157203,-0.068126,-0.985214,-0.062398,-0.086678,-0.99428,0.048,-0.078,0.51,0.86,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,1.27,0.0,0.04,0.0,0.47,0.0
9,0.36,0.168961,-0.070498,-0.983098,-0.060016,-0.091191,-0.994023,0.055,-0.082,0.58,0.95,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,1.29,0.0,0.04,0.0,0.48,0.0
