,timestamp,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r
0,583.33,0.296074,-0.026097,-0.954809,0.098114,-0.058137,-0.993475,0.2,-0.043,0.0,0.0,0.0,0.02,0.0,0.84,0.0,0.21,0.0,0.42,1.44,2.36,0.0,0.0,0.0,0.0,0.31
1,583.37,0.303252,-0.015637,-0.952782,0.105202,-0.045566,-0.993406,0.207,-0.031,0.0,0.0,0.0,0.02,0.0,0.92,0.0,0.36,0.0,0.48,1.47,2.47,0.0,0.0,0.0,0.0,0.25
2,583.4,0.300518,-0.013945,-0.953674,0.104709,-0.046601,-0.993411,0.205,-0.031,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.55,0.0,0.53,1.41,2.46,0.0,0.0,0.0,0.0,0.21
3,583.43,0.29313,-0.026408,-0.955708,0.106501,-0.050689,-0.99302,0.202,-0.04,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.59,0.0,0.59,1.45,2.4,0.0,0.0,0.0,0.0,0.15
4,583.47,0.295043,-0.024905,-0.955159,0.105047,-0.051306,-0.993143,0.203,-0.039,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.64,0.0,0.64,1.46,2.39,0.0,0.0,0.0,0.0,0.11
5,583.5,0.295813,-0.027174,-0.954859,0.104996,-0.051631,-0.993131,0.203,-0.04,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.67,0.0,0.65,1.49,2.42,0.0,0.0,0.0,0.0,0.09
6,583.53,0.315067,-0.048711,-0.947819,0.110426,-0.063118,-0.991878,0.216,-0.058,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.7,0.02,0.59,1.49,2.31,0.0,0.0,0.0,0.0,0.16
7,583.57,0.102406,-0.020998,-0.994521,0.027796,0.007815,-0.999583,0.065,-0.007,0.0,0.0,0.0,0.0,0.0,0.67,0.01,0.72,0.06,0.54,1.43,2.12,0.0,0.0,0.0,0.0,0.21
8,583.6,0.101682,-0.022427,-0.994564,0.027967,0.004719,-0.999598,0.065,-0.009,0.0,0.0,0.0,0.0,0.0,0.62,0.01,0.54,0.12,0.41,1.21,1.76,0.0,0.0,0.0,0.0,0.21
9,583.63,0.106144,-0.023948,-0.994062,-0.091694,-0.006001,-0.995769,0.007,-0.015,0.0,0.0,0.0,0.0,0.0,0.57,0.01,0.4,0.15,0.34,0.95,1.54,0.0,0.0,0.0,0.0,0.1
10,583.67,0.110383,-0.02069,-0.993674,-0.091462,-0.002696,-0.995805,0.01,-0.012,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.28,0.17,0.28,0.79,1.35,0.0,0.0,0.0,0.0,0.0
11,583.7,0.109393,-0.021131,-0.993774,-0.09091,-0.001936,-0.995857,0.009,-0.012,0.0,0.0,0.0,0.0,0.01,0.62,0.0,0.28,0.2,0.22,0.69,1.07,0.0,0.0,0.21,0.0,0.01
12,583.73,0.051757,-0.005,-0.998647,-0.073539,0.01138,-0.997227,-0.011,0.003,0.0,0.0,0.0,0.0,0.06,0.88,0.0,0.26,0.25,0.12,0.53,0.7,0.0,0.0,0.62,0.07,0.01
13,583.77,0.083162,0.002276,-0.996533,-0.106424,0.016761,-0.99418,-0.012,0.01,0.0,0.0,0.0,0.0,0.11,1.13,0.0,0.23,0.28,0.0,0.37,0.32,0.0,0.0,1.07,0.14,0.01
14,583.8,0.082647,0.008317,-0.996544,-0.106501,0.022128,-0.994066,-0.012,0.015,0.0,0.0,0.0,0.0,0.1,1.31,0.0,0.15,0.23,0.0,0.21,0.41,0.0,0.01,0.86,0.42,0.04
15,583.83,0.060734,-0.016163,-0.998023,-0.13559,0.009066,-0.990724,-0.038,-0.004,0.0,0.0,0.0,0.0,0.06,1.35,0.0,0.08,0.15,0.0,0.12,0.59,0.0,0.02,0.5,0.68,0.04
16,583.87,0.054188,-0.014822,-0.998421,-0.134897,0.007535,-0.990831,-0.041,-0.004,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.1,0.0,0.0,0.8,0.0,0.02,0.12,0.94,0.04
17,583.9,0.054543,-0.015426,-0.998392,-0.135921,0.005747,-0.990703,-0.041,-0.005,0.0,0.0,0.0,0.0,0.0,1.38,0.0,0.0,0.07,0.0,0.0,0.95,0.0,0.01,0.12,0.98,0.0
18,583.93,-0.003711,0.014239,-0.999892,-0.116943,0.012792,-0.993056,-0.06,0.014,0.0,0.0,0.0,0.0,0.0,1.42,0.0,0.0,0.17,0.0,0.0,0.89,0.0,0.0,0.6,0.97,0.0
19,583.97,0.010381,0.015729,-0.999822,-0.127076,0.015644,-0.99177,-0.059,0.016,0.0,0.0,0.0,0.0,0.0,1.51,0.0,0.0,0.24,0.0,0.0,0.83,0.0,0.0,1.05,0.96,0.0
20,584.0,0.009282,0.016691,-0.999818,-0.128814,0.016626,-0.991529,-0.06,0.017,0.0,0.0,0.0,0.0,0.04,1.53,0.0,0.19,0.48,0.0,0.0,0.66,0.0,0.0,1.7,0.68,0.0
21,584.03,0.001347,0.023518,-0.999723,-0.149569,0.022364,-0.988498,-0.074,0.023,0.04,0.0,0.0,0.0,0.06,1.43,0.0,0.39,0.55,0.21,0.0,0.78,0.17,0.0,1.5,0.36,0.0
22,584.07,0.022884,0.032035,-0.999225,-0.190557,0.020594,-0.98146,-0.084,0.027,0.08,0.0,0.0,0.0,0.08,1.27,0.0,0.59,0.63,0.41,0.0,0.84,0.31,0.0,1.28,0.04,0.0
23,584.1,0.021309,0.028439,-0.999368,-0.190647,0.016945,-0.981512,-0.085,0.023,0.13,0.0,0.0,0.0,0.05,1.16,0.0,0.59,0.58,0.66,0.0,0.91,0.48,0.0,0.99,0.0,0.0
24,584.13,0.02206,0.025603,-0.999429,-0.192718,0.016894,-0.981109,-0.086,0.021,0.2,0.0,0.0,0.0,0.03,0.98,0.0,0.56,0.51,0.72,0.07,1.05,0.45,0.0,0.72,0.0,0.0
25,584.17,-0.007021,0.033086,-0.999428,-0.164209,0.048567,-0.985229,-0.086,0.041,0.27,0.0,0.0,0.0,0.01,0.87,0.0,0.5,0.42,0.75,0.09,1.22,0.44,0.0,0.44,0.0,0.01
26,584.2,-0.005101,0.031355,-0.999495,-0.157786,0.045335,-0.986432,-0.082,0.039,0.37,0.0,0.0,0.0,0.04,0.81,0.0,0.6,0.35,0.73,0.18,1.32,0.4,0.0,0.24,0.0,0.01
27,584.23,-0.007766,0.028141,-0.999574,-0.140328,0.04665,-0.989005,-0.074,0.038,0.36,0.0,0.0,0.0,0.18,1.03,0.1,0.77,0.43,0.68,0.19,1.21,0.33,0.0,0.7,0.0,0.1
28,584.27,0.003607,0.030817,-0.999519,-0.126437,0.039619,-0.991183,-0.062,0.035,0.36,0.0,0.0,0.0,0.34,1.22,0.2,1.01,0.51,0.67,0.25,1.12,0.27,0.0,1.18,0.0,0.19
29,584.3,0.00704,0.029503,-0.99954,-0.126269,0.037381,-0.991292,-0.06,0.034,0.33,0.0,0.0,0.0,0.45,1.36,0.31,1.08,0.57,0.71,0.24,1.1,0.23,0.0,1.54,0.0,0.33
30,584.33,0.00639,0.030117,-0.999526,-0.125347,0.038027,-0.991384,-0.06,0.034,0.33,0.07,0.0,0.0,0.44,1.45,0.29,1.11,0.61,0.78,0.15,1.06,0.21,0.0,1.52,0.01,0.35
31,584.37,0.003199,0.037601,-0.999288,-0.124509,0.019367,-0.992029,-0.061,0.029,0.36,0.11,0.0,0.0,0.45,1.58,0.28,1.11,0.65,0.86,0.07,0.98,0.19,0.0,1.49,0.01,0.35
32,584.4,0.002859,0.039288,-0.999224,-0.125054,0.019882,-0.991951,-0.061,0.03,0.37,0.11,0.0,0.0,0.46,1.57,0.2,1.12,0.78,0.84,0.0,0.9,0.23,0.0,1.37,0.01,0.31
33,584.43,-0.007404,0.057163,-0.998337,-0.13722,0.060386,-0.988698,-0.073,0.059,0.32,0.05,0.0,0.0,0.47,1.49,0.15,1.0,0.89,0.83,0.0,0.77,0.31,0.0,1.25,0.0,0.29
34,584.47,-0.013328,0.072804,-0.997257,-0.148891,0.063745,-0.986797,-0.082,0.069,0.25,0.0,0.0,0.0,0.45,1.36,0.07,0.86,0.99,0.82,0.0,0.66,0.39,0.0,1.11,0.0,0.31
35,584.5,-0.015261,0.071764,-0.997305,-0.148794,0.064263,-0.986778,-0.082,0.068,0.17,0.0,0.0,0.0,0.45,1.36,0.04,0.73,1.01,0.85,0.0,0.58,0.37,0.0,1.06,0.0,0.32
36,584.53,-0.015699,0.071446,-0.997321,-0.147433,0.061908,-0.987133,-0.082,0.067,0.19,0.0,0.0,0.0,0.44,1.4,0.02,0.64,1.0,0.8,0.0,0.59,0.4,0.0,1.02,0.0,0.36
37,584.57,0.024304,0.03728,-0.999009,-0.135799,0.068107,-0.988393,-0.056,0.053,0.23,0.0,0.0,0.0,0.44,1.44,0.01,0.59,1.0,0.73,0.0,0.56,0.45,0.0,1.01,0.0,0.34
38,584.6,0.023745,0.036076,-0.999067,-0.141429,0.066363,-0.987722,-0.059,0.052,0.23,0.0,0.0,0.0,0.44,1.4,0.0,0.48,0.98,0.61,0.0,0.54,0.46,0.0,0.79,0.0,0.37
39,584.63,0.030527,0.013222,-0.999447,-0.1282,0.055651,-0.990186,-0.049,0.035,0.15,0.0,0.0,0.0,0.43,1.32,0.0,0.41,0.94,0.56,0.0,0.56,0.38,0.0,0.48,0.0,0.32
40,584.67,0.033583,0.024046,-0.999147,-0.149052,0.046196,-0.98775,-0.058,0.035,0.06,0.0,0.0,0.0,0.4,1.21,0.0,0.35,0.89,0.51,0.0,0.58,0.29,0.0,0.19,0.0,0.3
41,584.7,0.033301,0.027365,-0.999071,-0.149256,0.047946,-0.987636,-0.058,0.038,0.0,0.0,0.0,0.0,0.36,1.2,0.0,0.32,0.89,0.55,0.0,0.56,0.24,0.0,0.14,0.0,0.29
