,timestamp,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r
0,380.06,0.174422,-0.0253,-0.984346,0.184579,-0.012768,-0.982735,0.181,-0.019,0.0,0.0,0.0,0.0,2.3,2.84,0.0,1.34,2.97,1.13,0.0,0.0,0.0,0.0,2.15,0.06,0.0
1,380.1,0.175482,-0.033227,-0.983922,0.191773,-0.048008,-0.980264,0.185,-0.041,0.0,0.0,0.08,0.0,2.38,3.03,0.05,1.42,2.91,1.27,0.0,0.01,0.0,0.0,2.31,0.23,0.0
2,380.14,0.21271,-0.027826,-0.976719,0.197743,-0.014222,-0.980151,0.207,-0.021,0.0,0.0,0.11,0.0,2.42,3.05,0.13,1.46,2.71,1.41,0.0,0.01,0.0,0.0,2.34,0.45,0.0
3,380.18,0.241502,-0.028919,-0.969969,0.220806,0.00269,-0.975314,0.233,-0.013,0.0,0.0,0.11,0.0,2.45,3.0,0.36,1.64,2.47,1.56,0.0,0.01,0.0,0.0,2.26,0.71,0.0
4,380.22,0.228876,0.012168,-0.97338,0.24316,0.105119,-0.964274,0.239,0.06,0.0,0.0,0.03,0.0,2.41,2.98,0.52,1.76,2.26,1.8,0.0,0.0,0.0,0.0,2.12,0.79,0.0
5,380.26,0.231815,-0.003644,-0.972753,0.229026,0.083205,-0.969858,0.233,0.041,0.0,0.0,0.01,0.0,2.35,3.04,0.6,1.83,2.13,2.03,0.0,0.0,0.0,0.0,2.01,0.79,0.0
6,380.3,0.249861,-0.014506,-0.968173,0.253147,0.094509,-0.9628,0.255,0.041,0.0,0.0,0.02,0.0,2.21,3.09,0.51,1.76,2.04,2.32,0.0,0.0,0.0,0.0,1.96,0.61,0.0
7,380.34,0.27716,-0.023419,-0.960538,0.296673,0.129543,-0.946152,0.292,0.056,0.0,0.0,0.05,0.0,2.06,2.95,0.48,1.81,1.93,2.56,0.0,0.02,0.0,0.0,1.82,0.54,0.0
8,380.38,0.289725,-0.017821,-0.956944,0.30408,0.140226,-0.94227,0.303,0.064,0.0,0.0,0.09,0.0,1.92,2.7,0.53,2.02,1.78,2.77,0.0,0.02,0.0,0.0,1.73,0.58,0.0
9,380.42,0.297757,-0.011389,-0.954574,0.305075,0.157808,-0.939162,0.308,0.077,0.0,0.0,0.08,0.0,1.84,2.4,0.65,2.24,1.63,2.78,0.0,0.02,0.0,0.0,1.64,0.69,0.11
10,380.46,0.339478,0.01881,-0.940426,0.343623,0.186382,-0.920427,0.352,0.11,0.0,0.0,0.08,0.0,1.84,2.32,0.78,2.53,1.5,2.76,0.0,0.0,0.0,0.0,1.65,0.55,0.37
11,380.5,0.438152,0.131826,-0.889182,0.41226,0.204174,-0.887893,0.446,0.187,0.0,0.0,0.09,0.0,1.72,2.02,0.89,2.77,1.38,2.85,0.0,0.0,0.09,0.0,1.6,0.35,0.61
12,380.54,0.436245,0.141584,-0.888619,0.399647,0.188965,-0.896981,0.438,0.183,0.0,0.0,0.2,0.0,1.48,1.77,0.87,3.01,1.2,2.7,0.03,0.0,0.09,0.0,1.55,0.35,0.86
13,380.58,0.41573,0.113948,-0.902322,0.401206,0.172847,-0.899532,0.426,0.158,0.0,0.0,0.35,0.0,1.21,1.4,0.82,2.95,0.99,2.36,0.41,0.0,0.09,0.0,1.4,0.35,0.87
14,380.62,0.416925,0.125518,-0.900233,0.372369,0.154758,-0.915091,0.41,0.153,0.0,0.0,0.4,0.0,1.03,1.34,0.78,2.88,0.73,1.62,0.75,0.0,0.0,0.0,1.32,0.43,0.91
15,380.66,0.427613,0.084988,-0.899958,0.368584,0.14907,-0.917564,0.413,0.128,0.0,0.0,0.36,0.0,0.9,1.35,0.82,2.55,0.49,1.2,1.23,0.0,0.0,0.0,1.0,0.22,0.91
16,380.7,0.421384,0.082288,-0.903141,0.358327,0.17897,-0.916281,0.405,0.143,0.0,0.0,0.24,0.0,0.85,1.48,0.91,2.4,0.24,0.62,1.74,0.0,0.0,0.0,0.62,0.16,0.88
17,380.74,0.405798,0.083457,-0.910145,0.337279,0.196831,-0.920598,0.386,0.152,0.0,0.0,0.25,0.0,0.84,1.51,0.85,2.12,0.09,0.54,2.0,0.05,0.0,0.0,0.18,0.0,0.79
18,380.78,0.396076,0.107161,-0.911943,0.378817,0.161053,-0.91135,0.402,0.146,0.0,0.0,0.24,0.0,0.84,1.38,0.77,1.88,0.02,0.3,1.7,0.05,0.0,0.0,0.0,0.14,0.63
19,380.82,0.368754,0.114511,-0.922447,0.379429,0.144345,-0.913892,0.387,0.14,0.0,0.0,0.27,0.0,0.8,1.07,0.65,1.44,0.01,0.27,1.37,0.08,0.0,0.0,0.0,0.23,0.61
20,380.86,0.375722,0.122158,-0.918646,0.391141,0.150418,-0.907955,0.397,0.148,0.0,0.0,0.21,0.0,0.74,0.94,0.66,1.1,0.0,0.06,0.91,0.04,0.0,0.0,0.0,0.34,0.61
21,380.9,0.378747,0.140725,-0.914739,0.394688,0.187934,-0.89939,0.403,0.179,0.0,0.0,0.27,0.0,0.77,1.15,0.66,1.04,0.0,0.0,0.93,0.26,0.0,0.0,0.0,0.24,0.54
22,380.94,0.36319,0.149458,-0.91965,0.392082,0.203803,-0.897071,0.394,0.192,0.0,0.0,0.29,0.0,0.71,1.44,0.66,1.06,0.0,0.0,0.82,0.4,0.0,0.0,0.0,0.16,0.49
23,380.98,0.358742,0.135642,-0.923529,0.369399,0.194252,-0.908741,0.378,0.178,0.0,0.0,0.38,0.0,0.68,1.54,0.59,1.05,0.0,0.06,0.99,0.61,0.0,0.0,0.0,0.04,0.4
24,381.02,0.368519,0.15364,-0.916836,0.35891,0.191181,-0.913583,0.378,0.186,0.0,0.0,0.39,0.0,0.62,1.54,0.6,1.14,0.0,0.25,0.9,0.55,0.0,0.0,0.0,0.1,0.45
