,timestamp,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r
0,1116.67,0.161231,0.198632,-0.966721,-0.100446,0.283922,-0.953572,0.032,0.246,0.04,0.03,0.01,0.0,0.0,0.02,0.0,0.13,0.23,0.38,0.0,1.21,0.17,0.0,0.0,0.0,0.0
1,1116.7,0.157539,0.191037,-0.968858,-0.100288,0.288761,-0.952134,0.03,0.245,0.02,0.0,0.04,0.0,0.0,0.11,0.0,0.15,0.26,0.3,0.04,1.21,0.17,0.0,0.0,0.0,0.04
2,1116.73,0.205536,0.219655,-0.953681,-0.079291,0.321099,-0.943721,0.066,0.278,0.05,0.0,0.04,0.0,0.0,0.19,0.0,0.16,0.25,0.21,0.05,1.18,0.2,0.0,0.0,0.0,0.11
3,1116.77,0.19934,0.224355,-0.953902,-0.066688,0.306539,-0.949519,0.07,0.272,0.09,0.0,0.04,0.0,0.0,0.17,0.0,0.15,0.28,0.1,0.06,1.24,0.3,0.0,0.0,0.0,0.2
4,1116.8,0.21586,0.217156,-0.95197,-0.064379,0.292937,-0.953962,0.079,0.262,0.12,0.0,0.0,0.0,0.0,0.1,0.0,0.07,0.25,0.09,0.02,1.18,0.3,0.0,0.0,0.0,0.17
5,1116.83,0.209817,0.205651,-0.955868,-0.056296,0.291279,-0.95498,0.08,0.254,0.12,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.24,0.06,0.04,1.17,0.26,0.0,0.0,0.0,0.19
6,1116.87,0.20854,0.201929,-0.956941,-0.076081,0.296198,-0.952092,0.069,0.255,0.1,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.24,0.14,0.08,1.1,0.19,0.0,0.0,0.0,0.16
7,1116.9,0.205876,0.200957,-0.957722,-0.071833,0.293552,-0.95324,0.07,0.253,0.06,0.0,0.0,0.0,0.0,0.12,0.0,0.04,0.26,0.1,0.09,1.16,0.13,0.0,0.0,0.0,0.21
8,1116.93,0.219412,0.196472,-0.955645,-0.084428,0.287659,-0.954004,0.071,0.248,0.04,0.0,0.0,0.0,0.0,0.24,0.0,0.09,0.24,0.07,0.07,1.16,0.09,0.0,0.0,0.0,0.17
9,1116.97,0.21994,0.194744,-0.955877,-0.086407,0.293086,-0.952173,0.07,0.25,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.1,0.19,0.0,0.01,1.23,0.03,0.0,0.0,0.0,0.2
10,1117.0,0.22307,0.193335,-0.955438,-0.086165,0.287253,-0.953971,0.072,0.247,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.06,0.14,0.0,0.04,1.18,0.04,0.0,0.0,0.0,0.15
11,1117.03,0.217764,0.181661,-0.958946,-0.090093,0.293048,-0.951844,0.067,0.244,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.02,0.12,0.0,0.14,1.15,0.06,0.0,0.0,0.0,0.11
12,1117.07,0.228006,0.196868,-0.953549,-0.09246,0.289242,-0.95278,0.071,0.25,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.02,0.13,0.0,0.19,1.08,0.1,0.0,0.0,0.0,0.0
13,1117.1,0.229362,0.20071,-0.952422,-0.095136,0.301416,-0.948735,0.07,0.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.13,0.0,0.3,1.08,0.13,0.0,0.0,0.0,0.0
14,1117.13,0.227128,0.198192,-0.953485,-0.10122,0.30547,-0.946806,0.066,0.259,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.06,0.08,0.0,0.35,1.16,0.17,0.0,0.0,0.0,0.0
15,1117.17,0.220958,0.1833,-0.957903,-0.096762,0.283406,-0.954106,0.065,0.239,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.1,0.02,0.0,0.44,1.24,0.16,0.0,0.0,0.0,0.0
16,1117.2,0.221304,0.182454,-0.957985,-0.096374,0.288649,-0.952572,0.065,0.242,0.01,0.0,0.0,0.0,0.0,0.15,0.0,0.17,0.0,0.0,0.44,1.37,0.13,0.0,0.0,0.0,0.0
17,1117.23,0.221938,0.177183,-0.958827,-0.078412,0.287204,-0.954655,0.075,0.238,0.1,0.01,0.0,0.0,0.0,0.07,0.0,0.16,0.0,0.0,0.38,1.46,0.15,0.0,0.0,0.0,0.2
18,1117.27,0.203381,0.193557,-0.959777,-0.184556,0.320568,-0.929072,0.01,0.266,0.21,0.02,0.0,0.0,0.0,0.16,0.0,0.11,0.0,0.0,0.4,1.52,0.18,0.0,0.0,0.0,0.41
19,1117.3,0.202849,0.194162,-0.959767,-0.183417,0.319417,-0.929694,0.01,0.265,0.58,0.22,0.0,0.0,0.0,0.16,0.0,0.08,0.0,0.0,0.34,1.52,0.21,0.0,0.0,0.07,1.15
20,1117.33,0.30371,0.305112,-0.902589,-0.195438,0.399168,-0.895806,0.06,0.373,0.85,0.35,0.0,0.0,0.0,0.09,0.0,0.12,0.0,0.0,0.36,1.52,0.23,0.0,0.0,0.15,1.72
21,1117.37,0.29019,0.317062,-0.902919,-0.201086,0.398945,-0.894655,0.05,0.379,0.81,0.35,0.11,0.0,0.0,0.05,0.0,0.21,0.0,0.07,0.33,1.63,0.24,0.0,0.0,0.15,1.65
