,timestamp,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r
0,316.67,0.157205,0.344299,-0.925605,-0.141572,0.509124,-0.84897,0.009,0.448,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.14,0.05,0.02,0.0,1.28,0.83,3.04
1,316.7,0.153602,0.347418,-0.925044,-0.13764,0.51082,-0.848598,0.009,0.451,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.16,0.0,0.07,0.0,1.55,1.08,3.1
2,316.73,0.115345,0.35944,-0.926012,-0.172017,0.512042,-0.84156,-0.032,0.458,0.0,0.01,0.0,0.0,0.0,0.0,0.13,0.0,0.25,0.0,0.29,0.0,0.13,0.0,1.41,0.88,3.06
3,316.77,0.143583,0.332774,-0.932011,-0.237676,0.488528,-0.839554,-0.053,0.434,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.37,0.0,0.45,0.0,0.15,0.0,1.37,0.86,3.07
4,316.8,0.138465,0.342767,-0.92916,-0.228293,0.489374,-0.841662,-0.051,0.439,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.37,0.0,0.47,0.0,0.1,0.0,1.19,0.76,2.94
5,316.83,0.045714,0.308354,-0.950173,-0.125925,0.410633,-0.903063,-0.043,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.31,0.01,0.47,0.0,0.04,0.0,1.2,0.99,2.75
6,316.87,0.110457,0.304615,-0.946049,-0.127714,0.429756,-0.893867,-0.009,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.24,0.02,0.43,0.0,0.03,0.0,1.16,0.94,2.47
7,316.9,0.11277,0.304816,-0.945711,-0.128091,0.427563,-0.894865,-0.008,0.379,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.21,0.02,0.41,0.0,0.04,0.0,1.14,0.98,2.28
8,316.93,0.11564,0.307032,-0.944647,-0.124359,0.428438,-0.894972,-0.005,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.19,0.0,0.42,0.0,0.04,0.01,1.28,1.04,1.59
9,316.97,0.127339,0.205235,-0.970393,-0.110431,0.259241,-0.959479,0.009,0.236,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.18,0.0,0.42,0.0,0.03,0.05,1.33,1.04,0.94
10,317.0,0.068728,0.163629,-0.984125,-0.081191,0.239052,-0.967606,-0.006,0.203,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.16,0.0,0.31,0.0,0.03,0.14,1.1,1.04,0.36
11,317.03,0.117701,0.235065,-0.964827,-0.104507,0.252383,-0.961967,0.007,0.248,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.14,0.0,0.18,0.0,0.03,0.26,0.62,0.87,0.37
12,317.07,0.11783,0.238231,-0.964034,-0.134939,0.266554,-0.954327,-0.009,0.257,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.11,0.0,0.11,0.0,0.0,0.39,0.25,0.85,0.35
13,317.1,0.121009,0.235449,-0.964324,-0.134636,0.264668,-0.954895,-0.007,0.255,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.06,0.02,0.2,0.0,0.0,0.39,0.1,0.74,0.37
14,317.13,0.099396,0.187624,-0.977199,-0.157281,0.246699,-0.956244,-0.03,0.221,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.05,0.25,0.18,0.0,0.0,0.25,0.14,0.9,0.3
15,317.17,0.080379,0.180308,-0.98032,-0.141024,0.243141,-0.959685,-0.031,0.215,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.02,0.3,0.13,0.0,0.0,0.09,0.31,1.05,0.26
16,317.2,0.080503,0.185634,-0.979316,-0.122883,0.253223,-0.959572,-0.022,0.223,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.01,0.35,0.0,0.0,0.0,0.01,0.87,1.35,0.08
17,317.23,0.075401,0.174012,-0.981853,-0.12554,0.240274,-0.962553,-0.026,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.02,0.17,0.05,0.0,0.0,0.01,1.32,1.45,0.04
18,317.27,0.072431,0.174152,-0.982051,-0.122863,0.240956,-0.962728,-0.026,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.01,0.16,0.11,0.0,0.0,0.0,1.62,1.48,0.0
19,317.3,0.075982,0.176304,-0.981399,-0.124342,0.244424,-0.961663,-0.025,0.213,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.02,0.09,0.12,0.0,0.0,0.05,1.64,1.39,0.03
20,317.33,0.137203,0.214556,-0.967027,-0.097438,0.251556,-0.962926,0.021,0.237,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.09,0.08,0.0,0.0,0.15,1.64,1.34,0.03
21,317.37,0.140185,0.229414,-0.963181,-0.073949,0.275695,-0.958397,0.034,0.257,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.05,0.02,0.0,0.0,0.27,1.6,1.21,0.05
22,317.4,0.143726,0.222592,-0.964259,-0.066375,0.299469,-0.951795,0.04,0.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.0,0.0,0.0,0.38,1.45,1.19,0.02
23,317.43,0.157402,0.191155,-0.968857,-0.071201,0.29198,-0.95377,0.045,0.246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.47,1.33,1.02,0.03
24,317.47,0.16,0.184119,-0.969794,-0.055818,0.291939,-0.954807,0.054,0.242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,1.22,0.96,0.01
25,317.5,0.158829,0.183489,-0.970106,-0.05814,0.290075,-0.955236,0.052,0.241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.41,1.0,0.77,0.01
26,317.53,0.155196,0.195337,-0.968379,-0.092654,0.283274,-0.954553,0.033,0.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.0,0.05,0.0,0.31,0.74,0.65,0.01
27,317.57,0.156673,0.214571,-0.964061,-0.088803,0.28619,-0.954049,0.035,0.255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.06,0.0,0.05,0.0,0.14,0.65,0.64,0.01
28,317.6,0.176009,0.178256,-0.968115,-0.105096,0.26716,-0.957904,0.037,0.227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.02,0.0,0.1,0.0,0.15,0.64,0.7,0.01
29,317.63,0.181983,0.181728,-0.966363,-0.091843,0.27081,-0.958241,0.047,0.231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.13,0.0,0.11,0.74,0.72,0.03
30,317.67,0.165534,0.212964,-0.962936,-0.055129,0.262503,-0.963355,0.057,0.242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.23,0.0,0.13,0.71,0.61,0.03
31,317.7,0.163658,0.21643,-0.962483,-0.038004,0.26883,-0.962438,0.065,0.247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.01,0.22,0.0,0.06,0.82,0.53,0.03
32,317.73,0.110328,0.207473,-0.971999,-0.025105,0.252302,-0.967323,0.044,0.233,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.17,0.0,0.01,0.45,0.0,0.05,0.64,0.43,0.0
33,317.77,0.136211,0.188957,-0.972493,-0.003267,0.227196,-0.973844,0.068,0.211,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.15,0.0,0.03,0.52,0.0,0.08,0.47,0.28,0.0
34,317.8,0.137684,0.190996,-0.971887,-0.00083,0.231001,-0.972953,0.07,0.214,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.09,0.0,0.03,0.7,0.0,0.08,0.21,0.16,0.0
35,317.83,0.143755,0.192008,-0.970808,-0.07078,0.216093,-0.973804,0.038,0.207,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.12,0.0,0.03,0.67,0.0,0.05,0.21,0.18,0.0
36,317.87,0.139548,0.193956,-0.971034,-0.069543,0.213941,-0.974368,0.036,0.207,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.1,0.0,0.02,0.73,0.0,0.0,0.16,0.19,0.0
37,317.9,0.134925,0.202536,-0.969935,0.002063,0.23586,-0.971785,0.07,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.08,0.0,0.02,0.83,0.0,0.08,0.13,0.11,0.0
38,317.93,0.133664,0.17102,-0.976159,-0.073051,0.200748,-0.976915,0.031,0.188,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.03,0.0,0.02,0.9,0.0,0.2,0.12,0.03,0.0
39,317.97,0.141392,0.175614,-0.974253,-0.074441,0.202681,-0.976411,0.034,0.192,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.1,0.09,0.0,1.1,0.0,0.2,0.21,0.0,0.02
40,318.0,0.171596,0.23507,-0.956712,-0.093365,0.201521,-0.975024,0.04,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.26,0.18,0.0,1.03,0.0,0.12,0.2,0.0,0.67
41,318.03,0.167808,0.334577,-0.927307,-0.149859,0.381002,-0.912349,0.01,0.371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.37,0.0,1.06,0.0,0.0,0.3,0.0,1.67
42,318.07,0.109208,0.337411,-0.935001,-0.115853,0.417735,-0.901152,-0.004,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.39,0.0,0.92,0.0,0.0,0.36,0.0,2.65
43,318.1,0.093089,0.352855,-0.931036,-0.136719,0.414455,-0.899742,-0.024,0.397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.35,0.0,0.84,0.0,0.0,0.36,0.01,2.78
44,318.13,0.109841,0.381762,-0.91771,-0.111745,0.462703,-0.879442,-0.001,0.439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.16,0.0,0.61,0.0,0.0,0.35,0.1,2.92
45,318.17,0.114216,0.377784,-0.918822,-0.158753,0.4293,-0.8891,-0.025,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.13,0.0,0.59,0.0,0.0,0.41,0.14,3.11
46,318.2,0.171916,0.374205,-0.911271,-0.17737,0.410859,-0.894279,-0.003,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.09,0.0,0.71,0.0,0.0,0.63,0.26,3.43
47,318.23,0.153424,0.373898,-0.914692,-0.170673,0.416913,-0.892779,-0.01,0.412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.09,0.0,0.86,0.0,0.0,0.74,0.35,3.44
48,318.27,0.162404,0.355805,-0.920341,-0.158377,0.397474,-0.903843,0.002,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.01,0.0,0.87,0.0,0.0,0.7,0.46,3.39
49,318.3,0.16138,0.351961,-0.921998,-0.164204,0.393039,-0.904742,-0.002,0.387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.89,0.0,0.0,0.65,0.37,3.38
50,318.33,0.176893,0.349501,-0.920086,-0.163208,0.395854,-0.903694,0.008,0.388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.91,0.0,0.0,0.6,0.24,3.27
