,timestamp,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r
0,60.01,0.125798,-0.059068,-0.990296,0.157099,-0.002141,-0.987581,0.142,-0.031,2.06,1.18,0.0,0.0,1.64,0.8,0.0,0.79,2.43,0.82,0.0,0.01,0.0,0.0,1.93,0.0,0.0
1,60.05,0.117381,-0.055917,-0.991512,0.158894,-0.038902,-0.986529,0.139,-0.048,2.32,1.76,0.01,0.0,1.53,1.19,0.0,0.28,2.06,0.53,0.28,0.36,0.0,0.0,1.01,0.0,0.4
2,60.09,0.132212,-0.120744,-0.98384,0.091728,0.031481,-0.995286,0.113,-0.045,2.56,2.04,0.04,0.0,1.45,1.52,0.0,0.0,1.7,0.26,0.89,0.96,0.02,0.0,0.31,0.0,1.1
3,60.13,0.220207,0.088855,-0.971398,0.147434,3e-05,-0.989072,0.185,0.045,2.69,2.06,0.1,0.0,1.44,1.76,0.0,0.0,1.43,0.15,1.21,1.82,0.02,0.0,0.0,0.05,1.43
4,60.17,0.098129,-0.133738,-0.986147,0.083555,-0.025965,-0.996165,0.091,-0.08,2.61,1.87,0.11,0.0,1.46,1.74,0.0,0.04,1.41,0.05,1.18,2.16,0.02,0.0,0.06,0.21,1.33
5,60.21,0.092193,-0.127262,-0.987575,0.084033,-0.038895,-0.995704,0.089,-0.084,2.45,1.75,0.25,0.0,1.51,1.71,0.0,0.25,1.51,0.48,0.58,1.92,0.04,0.0,0.72,0.75,1.0
6,60.25,0.078248,-0.123456,-0.98926,0.075116,-0.037056,-0.996486,0.077,-0.081,2.37,1.74,0.43,0.0,1.6,1.76,0.0,0.58,1.69,0.8,0.4,1.15,0.12,0.0,1.58,1.18,0.98
7,60.29,0.079884,-0.101516,-0.991621,0.086208,-0.049438,-0.99505,0.083,-0.076,2.25,1.57,0.55,0.0,1.67,1.67,0.0,0.97,1.85,1.12,0.33,0.46,0.14,0.0,2.36,1.45,0.92
8,60.33,0.066816,-0.084925,-0.994145,0.108004,-0.056791,-0.992527,0.088,-0.071,2.15,1.29,0.42,0.0,1.71,1.52,0.0,1.12,1.89,1.1,0.55,0.23,0.28,0.0,2.55,1.32,0.69
9,60.37,0.072926,-0.069094,-0.994941,0.098931,-0.039487,-0.994311,0.086,-0.055,1.9,0.88,0.18,0.0,1.7,1.36,0.0,1.13,1.95,1.2,0.63,0.22,0.44,0.0,2.63,1.21,0.44
