,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r
0,0.27375074527584986,0.08709777258219768,-0.9578457095090936,0.10492571168752217,0.11165354283398349,-0.9881900064339629,0.19197355489133183,0.10149338872283298,0.0,0.0,0.0,0.0,2.08506611277167,1.840264451086681,0.0,1.1797355489133186,0.91,0.3448016616849891,0.17453721059830796,1.4305289021733623,0.02960332336997823,0.0,0.6193388722832971,0.0,1.1871817214651197
1,0.284530568873803,0.08841898480166169,-0.9545786061097318,0.10404507021632303,0.11257559673742337,-0.9881755341709307,0.1974140533968286,0.1030132225543341,0.0,0.0,0.0,0.0,2.07013222554334,1.6685039768985253,0.0,1.2050661127716704,0.9441405339682861,0.34986777445665934,0.27,1.3206611277167029,0.07493388722832973,0.0,0.7684132934799127,0.0,0.8279750747251635
2,0.28481209559754794,0.09003136597598663,-0.9543453751456507,0.10350789568873806,0.11053504174476923,-0.9884661473225596,0.19705289021733627,0.10293388722832975,0.0,0.0,0.0,0.0,2.094140533968286,1.642289376361518,0.0,1.1614544809767464,0.9218511576067683,0.23929733015856927,0.2509255788033843,1.4156365570697604,0.12255382744819898,0.0,0.7753305638583513,0.0,0.766785044835098
3,0.29434471619636254,0.08501418455848828,-0.9519008433051318,0.10712080606920311,0.10855149870814122,-0.9883016841785301,0.2038281067936572,0.09919833831501089,0.0,0.0,0.0,0.0,2.161099346471453,1.8121986929429053,0.0,1.1313222554334064,0.8858594660317142,0.18519833831501087,0.17304118749683367,1.4366528192917576,0.1545372105983079,0.0,0.7921571508181771,0.0,0.7222478342367902
4,0.2908136988702569,0.08247619149906278,-0.9532153628856579,0.10705650828309438,0.10598385364000201,-0.9885670377425403,0.2023743857338265,0.09686362024418664,0.0,0.0,0.0,0.0,2.209603323369978,1.9640498505496735,0.0,1.098636202441866,0.8755950149450328,0.29713258017123456,0.05286741982876539,1.3870494959217792,0.23070266984143067,0.0,0.9731658138710164,0.04977709103804651,0.7145372105983079
5,0.28682956654339115,0.08198026343786415,-0.9544665835148689,0.1105656927402604,0.0995447296722225,-0.9888706659911851,0.20170494959217794,0.093,0.0,0.0,0.0,0.0,2.1677106236384827,1.980793353260043,0.0,0.9833963220021277,0.9022893763615178,0.27194184102538127,0.009999999999999998,1.3569172703784385,0.16071026901058819,0.0,1.0874877146765287,0.10519833831501092,0.7244049850549674
6,0.2861092776736411,0.08271924494655251,-0.9546199418410255,0.10864200820710268,0.10195282141952476,-0.9888383513349208,0.20058594660317144,0.09484132934799128,0.0,0.0,0.0,0.0,2.181628248644815,1.9833471807082423,0.0,0.9349338872283295,0.9274877146765286,0.21145448097674663,0.009999999999999998,1.3650661127716706,0.056388368205076256,0.0,1.0892066467399566,0.04075181113531588,0.7025122853234713
7,0.27787300065859466,0.09114084604083288,-0.9562769848523224,0.10600452049242616,0.10168314261107453,-0.9891528079943257,0.19495617812452504,0.09862976847864631,0.0,0.0,0.0,0.0,2.217091038046507,1.9598262323319315,0.0,0.9480166168498911,0.9530827296215615,0.19171893206342777,0.04629768478646335,1.3418511576067682,0.11620700136785046,0.0,1.010445817923907,0.03414053396828614,0.6889421956532751
8,0.27759081640407307,0.09049104397385885,-0.9564277793201275,0.10658938365672019,0.09767888449262879,-0.9894889061755914,0.19488099701099346,0.09643634429302395,0.0,0.0,0.0,0.0,2.2159916915750544,1.8654703885708495,0.0,0.9716282486448151,0.9370494959217791,0.2041820760930138,0.030619585591975283,1.3873970312579154,0.21902527990273063,0.0,0.9710578043467251,0.07083489538477128,0.7128182785348802
9,0.27984268093621767,0.0897251505648716,-0.9558410170727997,0.1031929652971275,0.1001413932316733,-0.9896021551750346,0.1946123917118395,0.09726860529915396,0.0,0.0,0.0,0.0,2.2237438573382646,1.7975783980951416,0.0,0.9408840366786563,0.9675292568012562,0.2711408885961802,0.0,1.4514053396828617,0.3278352500126653,0.0,0.8620816657378794,0.033660773088808965,0.7050245706469427
10,0.28474083504736813,0.08797068640761942,-0.9545519676782006,0.10161047124981,0.10611238254217538,-0.9891457978621008,0.1960132225543341,0.09938760828816048,0.0,0.0,0.0,0.0,2.23,1.756875728253711,0.0,0.9913146562642483,1.0470003546278943,0.4529768478646333,0.0,1.5414468818075893,0.3759010081564416,0.0,0.6569740108414812,0.0,0.6329996453721061
11,0.2797836089467552,0.08542133912558893,-0.9562545477481128,0.10380116591519328,0.10089084163331478,-0.9894589255788034,0.19433471807082428,0.09543634429302394,0.0,0.0,0.0,0.0,2.207536855970414,1.694231217386899,0.0,1.036214600537008,1.0134870054207408,0.7596296671563908,0.0,1.5423385176554028,0.47734788996403066,0.0,0.5289006535285476,0.0,0.6956289579006028
12,0.2835426508941689,0.08596374436394955,-0.955095807487715,0.10088940032423122,0.10465786919296825,-0.9893506219160038,0.19516773899387002,0.09751491970211257,0.0,0.0,0.0,0.0,2.124544809767465,1.7234302649576976,0.0,0.979735548913319,0.9649338872283302,0.6754855869091647,0.008413293479912862,1.4845863518921931,0.5571325801712348,0.0,0.5163052839556209,0.0,0.8088930543593902
13,0.28448527595116263,0.08477108860631237,-0.9549236697907697,0.09580723466234357,0.11215259932114087,-0.9890589696539843,0.19333471807082428,0.10081488423932318,0.0,0.0,0.0,0.0,2.1028598206596074,1.7801322255433403,0.0,1.1149602310147422,1.0063392269111908,0.4524783423679012,0.0150661127716703,1.4727275951162673,0.5604873600486346,0.0,0.46466943614164874,0.009644865494705916,0.8825462282790416
