,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09827346876741477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051273114139520765,0.0,0.0,0.0,0.042727595116267295,0.10254622827904153
6,-0.006862279750747252,0.05542397299761893,-0.9189621954506306,-0.14777367490754345,0.10938703039667665,-0.9020792228583008,-0.0782126754141547,0.08336643193677491,0.0,0.0,0.30501697147778517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1724631440295861,0.0,0.040041542124727714,0.0,0.19757079892598406,0.4701170272050256
7,-0.0015607524190688485,0.06104970206190791,-0.9981312670348041,-0.1529361819241096,0.10713437879325197,-0.9824055137544964,-0.07797355489133187,0.08455534728203051,0.0,0.0,0.2571401793403921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14352854754546834,0.0,0.11739703125791585,0.018148842393231675,0.25506611277167024,0.5094786969957953
8,0.02654203085262678,0.03279453680530928,-0.9989492647043926,-0.1303578305891889,0.09772062105476464,-0.9865198637722274,-0.05242540148943717,0.06560899741628248,0.0,0.0,0.30814884239323165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09585946603171389,0.0,0.20528142256446633,0.019999999999999997,0.21661127716702971,0.22821318202543198
9,0.03455804929327726,0.03328873428238512,-0.9987969566847357,-0.11241719833831497,0.08850098915851867,-0.989700094888292,-0.039427275951162674,0.06144465271796953,0.0,0.0,0.24242920107401592,0.0,0.0,0.15703429758346427,0.0,0.0,0.0,0.0,0.0,0.12761994021986925,0.0,0.18110694564061003,0.06404985054967327,0.23514919702112577,0.08876842798520698
