Loudness_sma3,alphaRatio_sma3,hammarbergIndex_sma3,slope0-500_sma3,slope500-1500_sma3,spectralFlux_sma3,mfcc1_sma3,mfcc2_sma3,mfcc3_sma3,mfcc4_sma3,F0semitoneFrom27.5Hz_sma3nz,jitterLocal_sma3nz,shimmerLocaldB_sma3nz,HNRdBACF_sma3nz,logRelF0-H1-H2_sma3nz,logRelF0-H1-A3_sma3nz,F1frequency_sma3nz,F1bandwidth_sma3nz,F1amplitudeLogRelF0_sma3nz,F2frequency_sma3nz,F2bandwidth_sma3nz,F2amplitudeLogRelF0_sma3nz,F3frequency_sma3nz,F3bandwidth_sma3nz,F3amplitudeLogRelF0_sma3nz
0.0668583,-21.173353,29.924082,-0.039418522,-0.029204898,0.033231247,19.019258,21.05607,13.142704,-5.78634,0.0,0.0,0.0,0.0,0.0,0.0,473.05612,1142.5516,-201.0,1681.6324,1217.7223,-201.0,2479.6628,1180.0864,-201.0
0.07033948,-19.940344,28.675217,-0.03703506,-0.024137989,0.037259642,18.569984,19.347322,14.179653,-7.1895432,0.0,0.0,0.0,0.0,0.0,0.0,457.60815,1089.7675,-201.0,1526.334,1270.8768,-201.0,2299.7004,762.19525,-201.0
0.06813963,-19.159388,25.96729,-0.021950161,-0.031292353,0.038804412,21.304754,21.023176,12.481934,-8.292182,0.0,0.0,0.0,0.0,0.0,0.0,459.92798,1167.0426,-201.0,1412.8037,1685.9554,-201.0,2249.583,619.5995,-201.0
0.067529485,-20.616476,28.712212,-0.027563268,-0.02853701,0.027212925,23.603678,19.147013,12.231675,-3.1880665,0.0,0.0,0.0,0.0,0.0,0.0,450.59732,1140.7303,-201.0,1500.084,1500.1517,-201.0,2311.8572,797.48145,-201.0
0.06269967,-21.679785,30.88324,-0.03028696,-0.029865308,0.020318829,24.671717,20.72389,9.652211,-3.6223862,0.0,0.0,0.0,0.0,0.0,0.0,466.5056,1215.1017,-201.0,1561.7853,1635.2494,-201.0,2427.2947,922.7722,-201.0
0.060839865,-22.16182,32.469593,-0.038106304,-0.022047097,0.015672551,23.723312,20.278915,10.901141,-1.4753972,0.0,0.0,0.0,0.0,0.0,0.0,508.27353,1228.4801,-201.0,1714.3907,1112.3126,-201.0,2718.967,851.5102,-201.0
0.05695508,-21.3219,30.597906,-0.0334011,-0.024003709,0.014980358,22.805277,21.390242,9.967422,-2.7286737,0.0,0.0,0.0,0.0,0.0,0.0,528.9225,1329.7946,-201.0,1683.3096,1614.3511,-201.0,2600.5305,931.3914,-201.0
0.05798596,-21.230251,30.622437,-0.038079772,-0.025256485,0.020197285,22.585968,21.012985,8.187743,-0.2870699,0.0,0.0,0.0,0.0,0.0,0.0,523.28217,1285.8297,-201.0,1679.8823,1458.6469,-201.0,2655.6963,1384.088,-201.0
0.05798106,-21.682775,31.083313,-0.039947778,-0.028646536,0.018416192,23.23306,21.399424,5.0109043,1.0099124,0.0,0.0,0.0,0.0,0.0,0.0,489.09384,1293.8229,-201.0,1530.4819,2075.1873,-201.0,2364.7573,1447.5122,-201.0
0.059504334,-24.484282,34.96252,-0.046742175,-0.029038018,0.017119037,24.159826,24.810537,7.753287,0.82038283,0.0,0.0,0.0,0.0,0.0,0.0,546.8919,1230.5255,-201.0,1715.515,1486.6627,-201.0,2646.0615,1246.8541,-201.0
0.059845585,-25.334375,35.70756,-0.040778216,-0.024682423,0.019697653,23.598413,24.945814,7.5932007,0.2618495,0.0,0.0,0.0,0.0,0.0,0.0,556.6424,1304.3448,-201.0,1747.9468,1678.2516,-201.0,2534.2043,857.15936,-201.0
0.059663743,-26.98052,39.049236,-0.055682853,-0.023284381,0.021683717,22.443213,23.884642,7.235111,0.78752327,0.0,0.0,0.0,0.0,0.0,0.0,558.5096,1278.7078,-201.0,1860.3304,1233.9536,-201.0,2775.9424,1075.1512,-201.0
0.05868742,-24.813835,36.756058,-0.051937927,-0.020593613,0.035163317,21.648155,20.88256,5.8425956,2.6779451,0.0,0.0,0.0,0.0,0.0,0.0,477.87613,1233.0983,-201.0,1696.1598,1328.749,-201.0,2588.6946,1216.1346,-201.0
0.05595939,-22.357544,33.099415,-0.04576065,-0.026541738,0.026417166,20.648287,20.467535,8.179129,0.9725485,0.0,0.0,0.0,0.0,0.0,0.0,458.76108,1126.367,-201.0,1634.7021,1079.1067,-201.0,2617.5332,1092.4391,-201.0
0.055056408,-21.396797,30.895563,-0.0324934,-0.027731204,0.030362966,20.970747,21.003908,9.622671,-0.2613723,0.0,0.0,0.0,0.0,0.0,0.0,450.93607,1093.7848,-201.0,1622.5446,995.45654,-201.0,2684.6726,904.9987,-201.0
0.054662675,-24.471039,34.38403,-0.04375605,-0.030391565,0.021717286,20.928293,21.161234,10.026634,-1.0762713,0.0,0.0,0.0,0.0,0.0,0.0,534.60547,1252.8969,-201.0,1756.5576,986.02246,-201.0,2871.3308,909.0861,-201.0
0.056236606,-26.28053,37.631428,-0.054090902,-0.025078757,0.025700286,21.364494,19.918953,9.961911,0.41977027,0.0,0.0,0.0,0.0,0.0,0.0,550.19403,1348.063,-201.0,1757.7671,1268.3042,-201.0,2786.3604,976.98456,-201.0
0.055682074,-24.596178,36.42841,-0.038828317,-0.021398665,0.031777415,21.330065,19.607267,9.274756,-0.9936803,0.0,0.0,0.0,0.0,0.0,0.0,534.11365,1338.3851,-201.0,1627.734,1306.0712,-201.0,2656.5034,794.6184,-201.0
0.057752263,-21.849329,33.440018,-0.028872088,-0.019928748,0.030955032,21.993048,19.244423,7.784079,-0.9072527,0.0,0.0,0.0,0.0,0.0,0.0,488.58374,1262.9535,-201.0,1593.7372,1259.7716,-201.0,2676.2634,717.82855,-201.0
0.05686949,-21.932669,32.192944,-0.02794844,-0.01896061,0.034825716,22.1037,19.624231,9.365749,0.89704967,0.0,0.0,0.0,0.0,0.0,0.0,523.8999,1286.6779,-201.0,1699.8099,889.02277,-201.0,2913.3318,693.02997,-201.0
0.05578891,-22.354013,31.849676,-0.04648206,-0.02382463,0.030652722,21.499323,20.678421,11.201421,4.0971127,0.0,0.0,0.0,0.0,0.0,0.0,545.8592,1357.6334,-201.0,1856.0117,834.8581,-201.0,3091.0918,776.78973,-201.0
0.052215826,-23.15155,33.523605,-0.04469928,-0.025495911,0.027489536,19.834375,19.973722,11.063907,2.05525,0.0,0.0,0.0,0.0,0.0,0.0,516.093,1250.6427,-201.0,1789.3566,851.11554,-201.0,2965.6233,916.26074,-201.0
0.052440315,-20.177572,31.248932,-0.03150854,-0.025190922,0.02511583,19.777206,18.692787,9.453959,1.2597052,0.0,0.0,0.0,0.0,0.0,0.0,459.74783,1191.7314,-201.0,1637.8799,973.7798,-201.0,2791.7493,1012.98615,-201.0
0.05313419,-19.859137,31.666952,-0.034455217,-0.01793049,0.019932961,20.384203,16.6139,7.5130653,2.1126504,0.0,0.0,0.0,0.0,0.0,0.0,438.73404,1219.2335,-201.0,1496.091,1134.539,-201.0,2546.5222,1146.3009,-201.0
0.053690124,-19.379862,30.757399,-0.035603438,-0.012253785,0.017007763,20.765738,17.035086,10.265174,5.32626,0.0,0.0,0.0,0.0,0.0,0.0,429.9497,1342.5498,-201.0,1518.8995,1310.0865,-201.0,2431.231,1161.6715,-201.0
0.053862076,-21.942884,33.08455,-0.0497998,-0.012151695,0.015443171,21.657854,19.253077,11.475301,7.1410575,0.0,0.0,0.0,0.0,0.0,0.0,419.3577,1386.0889,-201.0,1527.4886,1300.0321,-201.0,2474.1238,1009.65137,-201.0
0.053695697,-22.563652,33.693092,-0.046009656,-0.01360307,0.015417072,21.466814,19.572222,13.47699,7.857477,0.0,0.0,0.0,0.0,0.0,0.0,408.72424,1487.0513,-201.0,1594.5908,1371.7607,-201.0,2458.071,1113.5406,-201.0
0.055841178,-25.073435,36.87048,-0.06634738,-0.01558508,0.030633194,22.506897,19.261345,13.897369,10.173597,0.0,0.0,0.0,0.0,0.0,0.0,401.72766,1515.0006,-201.0,1552.7968,1238.7775,-201.0,2594.0264,1007.1766,-201.0
0.058894854,-25.973333,39.37176,-0.06973881,-0.016105145,0.028359435,22.623507,17.01906,12.657562,10.492692,0.0,0.0,0.0,0.0,0.0,0.0,414.47705,1457.1351,-201.0,1564.7933,1169.0039,-201.0,2607.2744,1080.9037,-201.0
0.06006609,-27.89209,41.644276,-0.08383825,-0.016371958,0.02660361,21.855097,17.154451,13.051326,11.873489,0.0,0.0,0.0,0.0,0.0,0.0,406.35263,1472.2861,-201.0,1535.4528,1127.1097,-201.0,2627.371,1031.101,-201.0
0.061270338,-25.838486,38.38406,-0.06261038,-0.021740153,0.028461328,22.2479,18.530165,12.14844,10.849515,0.0,0.0,0.0,0.0,0.0,0.0,424.34732,1403.2675,-201.0,1608.9972,1146.7876,-201.0,2608.5525,1215.7133,-201.0
0.058331873,-24.139215,34.64284,-0.05813009,-0.022411251,0.03212103,21.53956,19.789717,14.929237,13.14949,0.0,0.0,0.0,0.0,0.0,0.0,411.87082,1469.8447,-139.51654,1660.1543,1188.4071,-139.15616,2652.9094,1356.3234,-141.16435
0.06658032,-18.660543,27.611532,-0.036076132,-0.025062487,0.034530077,21.473639,14.268269,16.430794,9.743916,37.170128,0.0,0.0,4.5043116,-10.566857,4.586467,436.05948,1186.9773,-79.10295,1643.7975,913.7464,-77.86904,2697.2102,1107.3624,-82.1606
0.08342674,-15.59789,24.672064,-0.0305582,-0.020205237,0.025630504,22.647964,6.879242,16.41879,9.137965,37.153553,0.0,0.0,6.0059905,-12.007182,4.1917167,430.50717,1154.36,-19.899075,1565.0957,840.4033,-16.95687,2725.2715,1018.82733,-24.090792
0.11425213,-13.320763,22.428223,-0.028071614,-0.018944642,0.040537253,26.2051,-1.4964398,15.676377,5.9282126,37.111935,0.0,0.0,8.491123,-15.143186,3.256848,479.70813,1125.9686,-23.65985,1543.8623,766.3887,-17.89282,2691.671,715.2197,-26.916697
0.14499821,-14.246567,24.512365,-0.032746356,-0.018021112,0.05698831,30.802612,-3.7938442,14.486989,8.491612,37.012287,0.0,1.8597549,9.452626,-15.867063,6.3445935,576.8138,1335.5399,-20.90349,1604.8148,867.28394,-19.136513,2764.1448,732.3951,-31.985678
0.16659574,-14.425815,24.259819,-0.043638635,-0.011659448,0.06244777,32.88218,-6.9276733,14.940532,11.080899,36.704174,0.008337658,1.5705565,9.881824,-12.924191,6.1965737,672.2908,1439.0967,-18.826223,1660.6924,850.13965,-20.656954,2794.973,615.3903,-31.78013
0.1764455,-14.193459,23.939318,-0.03944174,-0.008836686,0.05300069,32.86333,-8.149766,14.145377,11.438393,36.437405,0.008074558,1.0454978,9.952268,-8.44275,11.162289,768.7595,1348.336,-14.857747,1721.0905,814.4251,-22.140963,2833.3193,633.18585,-34.462784
0.1793031,-14.66332,23.469904,-0.030147096,-0.009558088,0.04404302,32.81442,-9.737327,13.597241,7.664121,36.22569,0.0065753288,0.7591486,10.017068,-4.6714096,9.154241,797.65936,1183.5197,-16.030138,1764.04,750.3037,-22.479996,2832.1316,625.5536,-30.550756
0.1861374,-16.178566,23.841066,-0.025384733,-0.016618798,0.049858537,33.383633,-7.5056605,14.760465,4.526365,36.233784,0.010164489,0.51262146,9.83443,-3.193711,10.659084,816.8658,1034.1888,-14.626286,1792.0326,685.75586,-21.670069,2808.5256,519.3063,-30.532028
0.19294079,-17.44741,24.088438,-0.018942526,-0.020902902,0.052179426,34.414005,-6.0016418,17.239624,5.19549,36.222736,0.009302116,0.5872659,9.746528,-2.4537632,7.2748322,824.1685,1032.9214,-12.824913,1788.4503,695.535,-20.461157,2787.1711,492.90976,-25.999472
0.20357232,-17.787125,22.847063,-0.003679232,-0.019265516,0.056359526,35.766415,-4.8408866,18.382412,7.002995,36.22201,0.014913879,0.5725072,9.887222,-3.0168474,7.2153277,826.3348,975.7829,-10.9025755,1795.4406,651.34174,-18.637835,2788.7737,454.59122,-24.870691
0.20765841,-16.737597,21.56298,-0.0017186565,-0.019396357,0.053360987,36.35133,-6.9131837,17.93195,8.236399,36.219402,0.011058549,0.71686935,10.278632,-4.320118,8.054607,837.3376,961.7015,-10.0197115,1801.0957,649.55475,-17.255058,2801.9993,463.61166,-25.333612
0.20713048,-15.028956,20.012947,-0.0195837,-0.018470617,0.057482272,36.298218,-9.078606,15.534976,7.9346066,36.204437,0.011030608,0.68588334,10.817612,-5.2997775,8.457277,818.363,965.57227,-10.444833,1795.855,646.4219,-17.095352,2809.3147,475.65527,-26.13962
0.20189208,-14.414142,21.134842,-0.043919206,-0.020071844,0.05289404,36.25936,-9.75003,15.100567,8.459644,36.17926,0.0056082136,0.9103047,11.388759,-5.611181,8.022679,808.6384,1031.8287,-11.433002,1770.5967,686.1885,-19.253576,2811.681,480.51395,-26.598017
0.20114796,-14.360505,22.272812,-0.04008502,-0.01873328,0.04874134,36.326813,-9.285799,14.147218,7.6916237,36.149876,0.0055780206,0.97989243,11.701271,-5.847649,8.0427265,805.1936,1050.4171,-11.913583,1752.9033,689.3086,-21.93924,2811.3093,480.39694,-27.565903
0.20305644,-16.036016,24.37278,-0.031470716,-0.016657354,0.04659323,36.846455,-7.532188,14.258431,7.1505084,36.116165,0.0056711775,0.8610452,11.830865,-6.770888,6.00919,810.22943,1033.4037,-11.668709,1748.3124,685.48846,-22.055407,2800.121,448.96243,-26.76368
0.20212491,-16.995073,25.125963,-0.03203714,-0.013943329,0.04497848,36.65467,-6.615053,13.125476,5.882849,36.073624,0.004812446,0.5124783,11.769969,-8.560729,4.0792346,826.9971,1022.7964,-11.513683,1765.9235,748.47833,-19.274221,2782.713,475.92554,-26.938993
0.19525729,-17.224855,25.563248,-0.033880696,-0.012077913,0.046248645,35.917717,-7.0667367,12.795367,4.158325,36.026077,0.004263527,0.3506459,11.535129,-9.064923,1.9885635,836.5473,1046.5162,-12.193631,1780.1527,827.91064,-15.651572,2759.211,506.32608,-26.579782
0.19215755,-15.54453,24.797403,-0.03829947,-0.013749518,0.039909657,34.74435,-8.740204,14.798076,4.25552,35.980255,0.0037083805,0.47173414,10.934844,-5.345194,4.704782,832.8564,1110.9785,-13.552838,1755.5638,858.8306,-14.730319,2761.9915,515.7916,-28.251333
0.19142258,-12.720305,25.176798,-0.034782413,-0.013652828,0.040426444,33.2671,-10.446675,17.067293,7.4988923,35.83865,0.0032788243,0.5153005,10.0382185,3.1871846,9.812236,792.3992,1335.7985,-18.913118,1679.8076,847.4837,-15.1000395,2777.7087,559.34424,-29.137863
0.1844009,-12.339673,26.169397,-0.04539679,-0.009638636,0.04685877,32.39368,-9.323359,21.045288,15.302707,35.66734,0.0051872917,0.5950569,8.680641,10.370923,14.94752,620.6259,1419.7787,-21.480675,1547.6523,782.6718,-18.259825,2706.7979,648.80774,-27.762604
